customer_id,customer_segment,year_to_year,product-segment-1_previous,product-segment-1_following,product-segment-1_diff,product-segment-3_previous,product-segment-3_following,product-segment-3_diff,product-segment-2_previous,product-segment-2_following,product-segment-2_diff,total_value_previous,total_value_following,total_diff
CUST-4804,small,2021_2022,37.68,0.0,-37.68,0.0,48.95,48.95,132.71,0.0,-132.71,170.39000000000001,48.95,-121.44000000000001
CUST-4814,small,2021_2022,172.94,0.0,-172.94,0.0,12.12,12.12,0.0,0.0,0.0,172.94,12.12,-160.82
CUST-4841,small,2021_2022,18.4,0.0,-18.4,0.0,115.38,115.38,0.0,0.0,0.0,18.4,115.38,96.97999999999999
CUST-4868,small,2021_2022,0.0,199.71,199.71,192.4,0.0,-192.4,0.0,0.0,0.0,192.4,199.71,7.310000000000002
CUST-4875,small,2021_2022,0.0,0.0,0.0,135.7,20.51,-115.18999999999998,0.0,0.0,0.0,135.7,20.51,-115.18999999999998
CUST-4876,small,2021_2022,194.66,193.23,-1.4300000000000068,0.0,0.0,0.0,0.0,0.0,0.0,194.66,193.23,-1.4300000000000068
CUST-4879,small,2021_2022,0.0,0.0,0.0,70.83,102.43,31.60000000000001,0.0,0.0,0.0,70.83,102.43,31.60000000000001
CUST-4882,small,2021_2022,0.0,0.0,0.0,16.86,8.94,-7.92,0.0,0.0,0.0,16.86,8.94,-7.92
CUST-4901,small,2021_2022,0.0,0.0,0.0,195.34,50.03,-145.31,0.0,0.0,0.0,195.34,50.03,-145.31
CUST-4903,small,2021_2022,0.0,0.0,0.0,0.0,0.0,0.0,95.65,18.3,-77.35000000000001,95.65,18.3,-77.35000000000001
CUST-4932,small,2021_2022,0.0,107.93,107.93,297.91,0.0,-297.91,0.0,205.71,205.71,297.91,313.64,15.729999999999961
CUST-4940,small,2021_2022,58.04,17.81,-40.230000000000004,34.16,0.0,-34.16,0.0,0.0,0.0,92.19999999999999,17.81,-74.38999999999999
CUST-4945,small,2021_2022,199.46,176.42,-23.04000000000002,0.0,67.81,67.81,0.0,0.0,0.0,199.46,244.23,44.76999999999998
CUST-4947,small,2021_2022,52.04,36.86,-15.18,0.0,0.0,0.0,0.0,0.0,0.0,52.04,36.86,-15.18
CUST-4956,small,2021_2022,0.0,137.19,137.19,0.0,126.43,126.43,163.28,0.0,-163.28,163.28,263.62,100.34
CUST-4961,small,2021_2022,46.25,0.0,-46.25,0.0,101.38,101.38,0.0,0.0,0.0,46.25,101.38,55.129999999999995
CUST-4967,small,2021_2022,177.02,124.56,-52.46000000000001,0.0,0.0,0.0,0.0,0.0,0.0,177.02,124.56,-52.46000000000001
CUST-4977,small,2021_2022,0.0,183.52,183.52,109.63,0.0,-109.63,0.0,0.0,0.0,109.63,183.52,73.89000000000001
CUST-5000,small,2021_2022,169.03,0.0,-169.03,0.0,163.81,163.81,0.0,0.0,0.0,169.03,163.81,-5.219999999999999
CUST-5003,small,2021_2022,0.0,184.42,184.42,0.0,0.0,0.0,47.86,0.0,-47.86,47.86,184.42,136.56
CUST-5007,small,2021_2022,0.0,0.0,0.0,32.04,0.0,-32.04,6.24,91.7,85.46000000000001,38.28,91.7,53.42
CUST-5021,small,2021_2022,0.0,13.95,13.95,7.85,0.0,-7.85,0.0,0.0,0.0,7.85,13.95,6.1
CUST-5022,small,2021_2022,0.0,0.0,0.0,41.8,0.0,-41.8,0.0,171.48,171.48,41.8,171.48,129.68
CUST-5036,small,2021_2022,0.0,380.24,380.24,169.4,27.87,-141.53,311.85,0.0,-311.85,481.25,408.11,-73.13999999999999
CUST-5038,small,2021_2022,0.0,86.89,86.89,0.0,0.0,0.0,157.37,0.0,-157.37,157.37,86.89,-70.48
CUST-5054,small,2021_2022,135.73,71.1,-64.63,0.0,149.5,149.5,0.0,0.0,0.0,135.73,220.6,84.87
CUST-5059,small,2021_2022,0.0,0.0,0.0,125.09,37.43,-87.66,0.0,0.0,0.0,125.09,37.43,-87.66
CUST-5063,small,2021_2022,0.0,0.0,0.0,0.0,28.39,28.39,67.32,0.0,-67.32,67.32,28.39,-38.92999999999999
CUST-5069,small,2021_2022,199.73,16.76,-182.97,0.0,0.0,0.0,0.0,0.0,0.0,199.73,16.76,-182.97
CUST-5085,small,2021_2022,0.0,0.0,0.0,9.22,35.21,25.990000000000002,0.0,0.0,0.0,9.22,35.21,25.990000000000002
CUST-5088,small,2021_2022,0.0,0.0,0.0,0.0,90.87,90.87,82.12,0.0,-82.12,82.12,90.87,8.75
CUST-5114,small,2021_2022,55.71,0.0,-55.71,0.0,0.0,0.0,0.0,88.55,88.55,55.71,88.55,32.839999999999996
CUST-5133,small,2021_2022,0.0,32.03,32.03,102.66,0.0,-102.66,0.0,0.0,0.0,102.66,32.03,-70.63
CUST-5160,small,2021_2022,0.0,0.0,0.0,0.0,59.43,59.43,15.58,0.0,-15.58,15.58,59.43,43.85
CUST-5175,small,2021_2022,0.0,0.0,0.0,116.18,165.74,49.56,0.0,0.0,0.0,116.18,165.74,49.56
CUST-5181,small,2021_2022,0.0,0.0,0.0,0.0,0.0,0.0,82.29,163.22,80.92999999999999,82.29,163.22,80.92999999999999
CUST-5188,small,2021_2022,142.47,37.27,-105.19999999999999,0.0,0.0,0.0,0.0,0.0,0.0,142.47,37.27,-105.19999999999999
CUST-5189,small,2021_2022,5.44,50.9,45.46,0.0,0.0,0.0,0.0,0.0,0.0,5.44,50.9,45.46
CUST-5197,small,2021_2022,0.0,62.99,62.99,79.92,0.0,-79.92,0.0,0.0,0.0,79.92,62.99,-16.93
CUST-5212,small,2021_2022,0.0,0.0,0.0,46.2,282.99,236.79000000000002,78.63,326.44,247.81,124.83,609.4300000000001,484.6000000000001
CUST-5222,small,2021_2022,0.0,0.0,0.0,39.8,181.6,141.8,0.0,0.0,0.0,39.8,181.6,141.8
CUST-5236,small,2021_2022,0.0,0.0,0.0,135.53,156.53,21.0,170.25,0.0,-170.25,305.78,156.53,-149.24999999999997
CUST-5241,small,2021_2022,9.15,149.56,140.41,0.0,0.0,0.0,106.45,0.0,-106.45,115.60000000000001,149.56,33.959999999999994
CUST-5249,small,2021_2022,0.0,0.0,0.0,0.0,0.0,0.0,151.3,20.83,-130.47000000000003,151.3,20.83,-130.47000000000003
CUST-5271,small,2021_2022,0.0,0.0,0.0,0.0,0.0,0.0,7.23,31.94,24.71,7.23,31.94,24.71
CUST-5290,small,2021_2022,0.0,80.13,80.13,136.81,0.0,-136.81,0.0,119.89,119.89,136.81,200.01999999999998,63.20999999999998
CUST-5291,small,2021_2022,0.0,25.29,25.29,167.81,0.0,-167.81,0.0,71.67,71.67,167.81,96.96000000000001,-70.85
CUST-5306,small,2021_2022,0.0,0.0,0.0,15.5,0.0,-15.5,0.0,78.41,78.41,15.5,78.41,62.91
CUST-5319,small,2021_2022,55.04,0.0,-55.04,0.0,0.0,0.0,0.0,40.68,40.68,55.04,40.68,-14.36
CUST-5322,small,2021_2022,91.3,83.88,-7.420000000000002,0.0,0.0,0.0,0.0,0.0,0.0,91.3,83.88,-7.420000000000002
CUST-5326,small,2021_2022,0.0,0.0,0.0,0.0,172.05,172.05,135.88,0.0,-135.88,135.88,172.05,36.170000000000016
CUST-5337,small,2021_2022,77.6,0.0,-77.6,146.77,33.17,-113.60000000000001,0.0,0.0,0.0,224.37,33.17,-191.2
CUST-5361,small,2021_2022,0.0,192.6,192.6,0.0,0.0,0.0,22.64,0.0,-22.64,22.64,192.6,169.95999999999998
CUST-5380,small,2021_2022,0.0,0.0,0.0,110.18,0.0,-110.18,0.0,131.21,131.21,110.18,131.21,21.03
CUST-5387,small,2021_2022,0.0,0.0,0.0,0.0,0.0,0.0,97.03,53.93,-43.1,97.03,53.93,-43.1
CUST-5400,small,2021_2022,181.65,100.68,-80.97,0.0,0.0,0.0,0.0,0.0,0.0,181.65,100.68,-80.97
CUST-5430,small,2021_2022,0.0,0.0,0.0,47.04,38.84,-8.199999999999996,0.0,54.73,54.73,47.04,93.57,46.529999999999994
CUST-5443,small,2021_2022,0.0,165.98,165.98,49.35,0.0,-49.35,64.19,0.0,-64.19,113.53999999999999,165.98,52.44
CUST-5451,small,2021_2022,0.0,0.0,0.0,0.0,188.04,188.04,18.17,0.0,-18.17,18.17,188.04,169.87
CUST-5454,small,2021_2022,0.0,0.0,0.0,0.0,0.0,0.0,165.47,75.38,-90.09,165.47,75.38,-90.09
CUST-5482,small,2021_2022,0.0,100.17,100.17,0.0,74.68,74.68,53.75,0.0,-53.75,53.75,174.85000000000002,121.10000000000002
CUST-5483,small,2021_2022,0.0,0.0,0.0,102.45,29.79,-72.66,0.0,0.0,0.0,102.45,29.79,-72.66
CUST-5485,small,2021_2022,0.0,197.08,197.08,0.0,0.0,0.0,190.75,0.0,-190.75,190.75,197.08,6.3300000000000125
CUST-5507,small,2021_2022,0.0,0.0,0.0,128.99,0.0,-128.99,170.41,21.75,-148.66,299.4,21.75,-277.65
CUST-5517,small,2021_2022,0.0,61.21,61.21,144.14,0.0,-144.14,0.0,0.0,0.0,144.14,61.21,-82.92999999999998
CUST-5530,small,2021_2022,0.0,0.0,0.0,56.61,172.85,116.24,0.0,59.78,59.78,56.61,232.63,176.01999999999998
CUST-5549,small,2021_2022,142.96,0.0,-142.96,329.43,0.0,-329.43,0.0,127.2,127.2,472.39,127.2,-345.19
CUST-5567,small,2021_2022,0.0,0.0,0.0,0.0,209.23999999999998,209.23999999999998,12.35,0.0,-12.35,12.35,209.23999999999998,196.89
CUST-5575,small,2021_2022,0.0,0.0,0.0,0.0,0.0,0.0,137.34,259.64,122.29999999999998,137.34,259.64,122.29999999999998
CUST-5586,small,2021_2022,151.4,0.0,-151.4,0.0,0.0,0.0,0.0,138.14,138.14,151.4,138.14,-13.26000000000002
CUST-5617,small,2021_2022,0.0,0.0,0.0,198.49,0.0,-198.49,0.0,52.17,52.17,198.49,52.17,-146.32
CUST-5627,small,2021_2022,125.08,0.0,-125.08,0.0,121.12,121.12,0.0,0.0,0.0,125.08,121.12,-3.9599999999999937
CUST-5632,small,2021_2022,0.0,0.0,0.0,106.11,124.83,18.72,0.0,0.0,0.0,106.11,124.83,18.72
CUST-5660,small,2021_2022,30.22,0.0,-30.22,0.0,94.72,94.72,0.0,0.0,0.0,30.22,94.72,64.5
CUST-5663,small,2021_2022,94.79,0.0,-94.79,134.03,134.09,0.060000000000002274,0.0,69.75,69.75,228.82,203.84,-24.97999999999999
CUST-5669,small,2021_2022,178.09,0.0,-178.09,0.0,0.0,0.0,0.0,15.76,15.76,178.09,15.76,-162.33
CUST-5687,small,2021_2022,153.79,190.83,37.04000000000002,0.0,0.0,0.0,0.0,0.0,0.0,153.79,190.83,37.04000000000002
CUST-5723,small,2021_2022,36.48,0.0,-36.48,0.0,136.31,136.31,0.0,0.0,0.0,36.48,136.31,99.83000000000001
CUST-5724,small,2021_2022,20.29,77.79,57.50000000000001,0.0,0.0,0.0,0.0,0.0,0.0,20.29,77.79,57.50000000000001
CUST-5727,small,2021_2022,0.0,67.03,67.03,63.1,0.0,-63.1,0.0,0.0,0.0,63.1,67.03,3.9299999999999997
CUST-5729,small,2021_2022,0.0,181.78,181.78,137.98,0.0,-137.98,0.0,0.0,0.0,137.98,181.78,43.80000000000001
CUST-5759,small,2021_2022,0.0,0.0,0.0,140.51,0.0,-140.51,0.0,177.08,177.08,140.51,177.08,36.57000000000002
CUST-5770,small,2021_2022,121.12,94.45,-26.67,0.0,159.95,159.95,0.0,0.0,0.0,121.12,254.39999999999998,133.27999999999997
CUST-5773,small,2021_2022,0.0,119.55,119.55,0.0,0.0,0.0,36.91,0.0,-36.91,36.91,119.55,82.64
CUST-5811,small,2021_2022,0.0,73.89,73.89,108.33,0.0,-108.33,0.0,0.0,0.0,108.33,73.89,-34.44
CUST-5814,small,2021_2022,181.77,0.0,-181.77,0.0,37.77,37.77,0.0,0.0,0.0,181.77,37.77,-144.0
CUST-5818,small,2021_2022,0.0,0.0,0.0,73.27,0.0,-73.27,0.0,45.46,45.46,73.27,45.46,-27.809999999999995
CUST-5847,small,2021_2022,0.0,0.0,0.0,0.0,0.0,0.0,140.86,135.15,-5.710000000000008,140.86,135.15,-5.710000000000008
CUST-5850,small,2021_2022,0.0,47.38,47.38,185.99,0.0,-185.99,0.0,0.0,0.0,185.99,47.38,-138.61
CUST-5861,small,2021_2022,144.84,172.92,28.079999999999984,0.0,0.0,0.0,0.0,157.41,157.41,144.84,330.33,185.48999999999998
CUST-5873,small,2021_2022,0.0,0.0,0.0,92.57,165.22,72.65,0.0,0.0,0.0,92.57,165.22,72.65
CUST-5875,small,2021_2022,113.29,0.0,-113.29,124.09,24.06,-100.03,0.0,0.0,0.0,237.38,24.06,-213.32
CUST-5895,small,2021_2022,60.38,30.04,-30.340000000000003,0.0,0.0,0.0,0.0,0.0,0.0,60.38,30.04,-30.340000000000003
CUST-5921,small,2021_2022,0.0,72.88,72.88,82.84,0.0,-82.84,0.0,0.0,0.0,82.84,72.88,-9.960000000000008
CUST-5925,small,2021_2022,0.0,0.0,0.0,186.42,35.26,-151.16,0.0,0.0,0.0,186.42,35.26,-151.16
CUST-5928,small,2021_2022,0.0,40.91,40.91,0.0,0.0,0.0,80.44,0.0,-80.44,80.44,40.91,-39.53
CUST-5936,small,2021_2022,0.0,0.0,0.0,0.0,0.0,0.0,156.29,37.01,-119.28,156.29,37.01,-119.28
CUST-5942,small,2021_2022,74.35,0.0,-74.35,0.0,173.49,173.49,0.0,0.0,0.0,74.35,173.49,99.14000000000001
CUST-5955,small,2021_2022,0.0,0.0,0.0,0.0,27.81,27.81,113.57,185.62,72.05000000000001,113.57,213.43,99.86000000000001
CUST-5960,small,2021_2022,0.0,0.0,0.0,0.0,152.82,152.82,66.99,0.0,-66.99,66.99,152.82,85.83
CUST-5967,small,2021_2022,18.1,355.14,337.03999999999996,0.0,0.0,0.0,0.0,0.0,0.0,18.1,355.14,337.03999999999996
CUST-5982,small,2021_2022,0.0,62.34,62.34,0.0,0.0,0.0,146.2,0.0,-146.2,146.2,62.34,-83.85999999999999
CUST-6010,small,2021_2022,0.0,0.0,0.0,0.0,0.0,0.0,30.97,167.07,136.1,30.97,167.07,136.1
CUST-6028,small,2021_2022,0.0,197.92,197.92,197.58,0.0,-197.58,0.0,0.0,0.0,197.58,197.92,0.339999999999975
CUST-6049,small,2021_2022,0.0,0.0,0.0,241.42000000000002,42.14,-199.28000000000003,0.0,0.0,0.0,241.42000000000002,42.14,-199.28000000000003
CUST-6056,small,2021_2022,0.0,0.0,0.0,0.0,171.43,171.43,90.83,0.0,-90.83,90.83,171.43,80.60000000000001
CUST-6062,small,2021_2022,0.0,0.0,0.0,104.72,133.79,29.069999999999993,105.37,0.0,-105.37,210.09,133.79,-76.30000000000001
CUST-6074,small,2021_2022,83.1,194.45,111.35,0.0,0.0,0.0,0.0,0.0,0.0,83.1,194.45,111.35
CUST-6086,small,2021_2022,0.0,163.7,163.7,191.82,0.0,-191.82,104.67,0.0,-104.67,296.49,163.7,-132.79000000000002
CUST-6098,small,2021_2022,0.0,41.14,41.14,0.0,0.0,0.0,103.73,0.0,-103.73,103.73,41.14,-62.59
CUST-6116,small,2021_2022,0.0,0.0,0.0,84.24,0.0,-84.24,0.0,83.86,83.86,84.24,83.86,-0.37999999999999545
CUST-6123,small,2021_2022,0.0,44.03,44.03,19.37,0.0,-19.37,0.0,0.0,0.0,19.37,44.03,24.66
CUST-6126,small,2021_2022,193.09,0.0,-193.09,111.7,199.5,87.8,0.0,0.0,0.0,304.79,199.5,-105.29000000000002
CUST-6132,small,2021_2022,95.7,0.0,-95.7,0.0,0.0,0.0,0.0,132.42,132.42,95.7,132.42,36.719999999999985
CUST-6135,small,2021_2022,142.57,0.0,-142.57,0.0,29.52,29.52,18.91,0.0,-18.91,161.48,29.52,-131.95999999999998
CUST-6137,small,2021_2022,0.0,0.0,0.0,67.45,0.0,-67.45,0.0,161.53,161.53,67.45,161.53,94.08
CUST-6167,small,2021_2022,0.0,186.38,186.38,72.8,0.0,-72.8,0.0,0.0,0.0,72.8,186.38,113.58
CUST-6179,small,2021_2022,0.0,0.0,0.0,0.0,0.0,0.0,131.68,164.39,32.70999999999998,131.68,164.39,32.70999999999998
CUST-6202,small,2021_2022,9.85,0.0,-9.85,0.0,17.05,17.05,0.0,0.0,0.0,9.85,17.05,7.200000000000001
CUST-6219,small,2021_2022,12.1,0.0,-12.1,0.0,96.01,96.01,0.0,0.0,0.0,12.1,96.01,83.91000000000001
CUST-6237,small,2021_2022,0.0,180.41,180.41,91.2,0.0,-91.2,0.0,0.0,0.0,91.2,180.41,89.21
CUST-6239,small,2021_2022,79.55,0.0,-79.55,0.0,39.4,39.4,0.0,16.34,16.34,79.55,55.739999999999995,-23.810000000000002
CUST-6249,small,2021_2022,199.41,0.0,-199.41,0.0,99.05,99.05,0.0,0.0,0.0,199.41,99.05,-100.36
CUST-6265,small,2021_2022,117.17,0.0,-117.17,0.0,0.0,0.0,0.0,94.73,94.73,117.17,94.73,-22.439999999999998
CUST-6268,small,2021_2022,0.0,0.0,0.0,38.67,146.69,108.02,37.98,5.72,-32.26,76.65,152.41,75.75999999999999
CUST-6272,small,2021_2022,141.79,0.0,-141.79,154.35,276.83,122.47999999999999,0.0,0.0,0.0,296.14,276.83,-19.310000000000002
CUST-6285,small,2021_2022,104.06,0.0,-104.06,0.0,0.0,0.0,0.0,38.56,38.56,104.06,38.56,-65.5
CUST-6293,small,2021_2022,0.0,0.0,0.0,0.0,103.21,103.21,83.1,0.0,-83.1,83.1,103.21,20.11
CUST-6296,small,2021_2022,0.0,141.62,141.62,79.22,0.0,-79.22,0.0,0.0,0.0,79.22,141.62,62.400000000000006
CUST-6319,small,2021_2022,131.56,0.0,-131.56,0.0,0.0,0.0,0.0,100.25,100.25,131.56,100.25,-31.310000000000002
CUST-6332,small,2021_2022,33.13,0.0,-33.13,0.0,93.31,93.31,0.0,0.0,0.0,33.13,93.31,60.18
CUST-6345,small,2021_2022,0.0,158.21,158.21,87.19,0.0,-87.19,0.0,0.0,0.0,87.19,158.21,71.02000000000001
CUST-6346,small,2021_2022,314.09,0.0,-314.09,0.0,63.79,63.79,157.95,166.82,8.870000000000005,472.03999999999996,230.60999999999999,-241.42999999999998
CUST-6353,small,2021_2022,184.42,0.0,-184.42,0.0,79.47,79.47,0.0,115.14,115.14,184.42,194.61,10.190000000000026
CUST-6358,small,2021_2022,174.31,74.88,-99.43,0.0,0.0,0.0,171.5,0.0,-171.5,345.81,74.88,-270.93
CUST-6369,small,2021_2022,64.15,89.44,25.289999999999992,0.0,0.0,0.0,0.0,0.0,0.0,64.15,89.44,25.289999999999992
CUST-6382,small,2021_2022,0.0,0.0,0.0,0.0,18.32,18.32,129.84,0.0,-129.84,129.84,18.32,-111.52000000000001
CUST-6388,small,2021_2022,106.78,0.0,-106.78,0.0,0.0,0.0,0.0,112.19,112.19,106.78,112.19,5.409999999999997
CUST-6389,small,2021_2022,0.0,0.0,0.0,0.0,0.0,0.0,241.48000000000002,197.68,-43.80000000000001,241.48000000000002,197.68,-43.80000000000001
CUST-6401,small,2021_2022,0.0,0.0,0.0,42.33,78.07,35.739999999999995,0.0,0.0,0.0,42.33,78.07,35.739999999999995
CUST-6433,small,2021_2022,0.0,0.0,0.0,135.67,0.0,-135.67,0.0,156.53,156.53,135.67,156.53,20.860000000000014
CUST-6441,small,2021_2022,0.0,0.0,0.0,0.0,0.0,0.0,22.34,121.98,99.64,22.34,121.98,99.64
CUST-6487,small,2021_2022,160.18,0.0,-160.18,0.0,0.0,0.0,0.0,89.15,89.15,160.18,89.15,-71.03
CUST-6492,small,2021_2022,0.0,0.0,0.0,177.62,0.0,-177.62,0.0,31.31,31.31,177.62,31.31,-146.31
CUST-6504,small,2021_2022,175.03,0.0,-175.03,0.0,0.0,0.0,144.22,161.88,17.659999999999997,319.25,161.88,-157.37
CUST-6537,small,2021_2022,0.0,125.9,125.9,0.0,0.0,0.0,160.58,158.13,-2.450000000000017,160.58,284.03,123.44999999999996
CUST-6547,small,2021_2022,0.0,0.0,0.0,0.0,39.66,39.66,68.26,0.0,-68.26,68.26,39.66,-28.60000000000001
CUST-6552,small,2021_2022,0.0,199.94,199.94,70.59,0.0,-70.59,0.0,0.0,0.0,70.59,199.94,129.35
CUST-6558,small,2021_2022,0.0,48.6,48.6,0.0,0.0,0.0,13.12,0.0,-13.12,13.12,48.6,35.480000000000004
CUST-6561,small,2021_2022,0.0,0.0,0.0,82.81,0.0,-82.81,37.34,112.3,74.96,120.15,112.3,-7.8500000000000085
CUST-6573,small,2021_2022,0.0,178.6,178.6,98.08,0.0,-98.08,0.0,0.0,0.0,98.08,178.6,80.52
CUST-6581,small,2021_2022,0.0,0.0,0.0,0.0,0.0,0.0,118.9,32.46,-86.44,118.9,32.46,-86.44
CUST-6585,small,2021_2022,71.79,0.0,-71.79,0.0,13.45,13.45,0.0,63.37,63.37,71.79,76.82,5.029999999999987
CUST-6595,small,2021_2022,0.0,0.0,0.0,0.0,0.0,0.0,320.69,8.51,-312.18,320.69,8.51,-312.18
CUST-6601,small,2021_2022,0.0,123.98,123.98,31.07,0.0,-31.07,0.0,0.0,0.0,31.07,123.98,92.91
CUST-6604,small,2021_2022,0.0,0.0,0.0,0.0,0.0,0.0,89.21,175.83,86.62000000000002,89.21,175.83,86.62000000000002
CUST-6606,small,2021_2022,89.53,0.0,-89.53,0.0,192.75,192.75,0.0,0.0,0.0,89.53,192.75,103.22
CUST-6610,small,2021_2022,0.0,0.0,0.0,117.01,0.0,-117.01,0.0,194.87,194.87,117.01,194.87,77.86
CUST-6617,small,2021_2022,264.36,123.82,-140.54000000000002,0.0,0.0,0.0,0.0,0.0,0.0,264.36,123.82,-140.54000000000002
CUST-6624,small,2021_2022,0.0,0.0,0.0,0.0,0.0,0.0,105.74,87.99,-17.75,105.74,87.99,-17.75
CUST-6626,small,2021_2022,177.22,0.0,-177.22,0.0,7.83,7.83,0.0,0.0,0.0,177.22,7.83,-169.39
CUST-6631,small,2021_2022,36.96,17.0,-19.96,0.0,0.0,0.0,0.0,0.0,0.0,36.96,17.0,-19.96
CUST-6632,small,2021_2022,0.0,0.0,0.0,283.23,0.0,-283.23,0.0,172.56,172.56,283.23,172.56,-110.67000000000002
CUST-6647,small,2021_2022,186.5,33.34,-153.16,192.46,0.0,-192.46,0.0,0.0,0.0,378.96000000000004,33.34,-345.62
CUST-6664,small,2021_2022,0.0,0.0,0.0,166.59,0.0,-166.59,0.0,75.5,75.5,166.59,75.5,-91.09
CUST-6678,small,2021_2022,0.0,75.76,75.76,74.67,0.0,-74.67,0.0,157.82,157.82,74.67,233.57999999999998,158.90999999999997
CUST-6688,small,2021_2022,0.0,0.0,0.0,0.0,10.85,10.85,140.99,0.0,-140.99,140.99,10.85,-130.14000000000001
CUST-6706,small,2021_2022,0.0,114.27,114.27,0.0,0.0,0.0,111.82,0.0,-111.82,111.82,114.27,2.450000000000003
CUST-6714,small,2021_2022,323.77,198.94,-124.82999999999998,0.0,0.0,0.0,0.0,0.0,0.0,323.77,198.94,-124.82999999999998
CUST-6732,small,2021_2022,0.0,0.0,0.0,107.24,180.76999999999998,73.52999999999999,0.0,141.64,141.64,107.24,322.40999999999997,215.16999999999996
CUST-6733,small,2021_2022,170.45,0.0,-170.45,0.0,0.0,0.0,0.0,57.1,57.1,170.45,57.1,-113.35
CUST-6743,small,2021_2022,0.0,0.0,0.0,7.34,39.35,32.010000000000005,0.0,0.0,0.0,7.34,39.35,32.010000000000005
CUST-6765,small,2021_2022,0.0,0.0,0.0,21.44,86.15,64.71000000000001,0.0,0.0,0.0,21.44,86.15,64.71000000000001
CUST-6800,small,2021_2022,0.0,155.94,155.94,199.29,0.0,-199.29,0.0,0.0,0.0,199.29,155.94,-43.349999999999994
CUST-6810,small,2021_2022,88.69,0.0,-88.69,0.0,78.01,78.01,0.0,0.0,0.0,88.69,78.01,-10.679999999999993
CUST-6813,small,2021_2022,169.31,0.0,-169.31,0.0,0.0,0.0,0.0,83.79,83.79,169.31,83.79,-85.52
CUST-6862,small,2021_2022,0.0,0.0,0.0,182.22,106.18,-76.03999999999999,74.23,0.0,-74.23,256.45,106.18,-150.26999999999998
CUST-6871,small,2021_2022,0.0,0.0,0.0,0.0,54.55,54.55,196.87,0.0,-196.87,196.87,54.55,-142.32
CUST-6894,small,2021_2022,126.27,41.59,-84.67999999999999,0.0,0.0,0.0,0.0,0.0,0.0,126.27,41.59,-84.67999999999999
CUST-6908,small,2021_2022,0.0,140.64,140.64,196.6,9.48,-187.12,0.0,0.0,0.0,196.6,150.11999999999998,-46.48000000000002
CUST-6918,small,2021_2022,0.0,50.49,50.49,163.27,0.0,-163.27,0.0,0.0,0.0,163.27,50.49,-112.78
CUST-6949,small,2021_2022,0.0,38.34,38.34,0.0,0.0,0.0,86.63,0.0,-86.63,86.63,38.34,-48.28999999999999
CUST-6953,small,2021_2022,151.95,0.0,-151.95,0.0,188.91,188.91,0.0,0.0,0.0,151.95,188.91,36.96000000000001
CUST-6958,small,2021_2022,132.83,172.96,40.129999999999995,0.0,0.0,0.0,0.0,0.0,0.0,132.83,172.96,40.129999999999995
CUST-6978,small,2021_2022,0.0,0.0,0.0,55.65,38.56,-17.089999999999996,0.0,0.0,0.0,55.65,38.56,-17.089999999999996
CUST-6982,small,2021_2022,0.0,0.0,0.0,120.82,36.45,-84.36999999999999,0.0,0.0,0.0,120.82,36.45,-84.36999999999999
CUST-6985,small,2021_2022,0.0,0.0,0.0,0.0,19.45,19.45,75.31,0.0,-75.31,75.31,19.45,-55.86
CUST-6986,small,2021_2022,0.0,0.0,0.0,144.66,0.0,-144.66,105.55,194.16,88.61,250.20999999999998,194.16,-56.04999999999998
CUST-7023,small,2021_2022,0.0,0.0,0.0,57.45,187.84,130.39,0.0,0.0,0.0,57.45,187.84,130.39
CUST-7028,small,2021_2022,0.0,14.08,14.08,137.62,0.0,-137.62,0.0,101.54,101.54,137.62,115.62,-22.0
CUST-7031,small,2021_2022,0.0,0.0,0.0,0.0,88.05,88.05,183.93,0.0,-183.93,183.93,88.05,-95.88000000000001
CUST-7076,small,2021_2022,44.53,0.0,-44.53,0.0,0.0,0.0,0.0,193.5,193.5,44.53,193.5,148.97
CUST-7083,small,2021_2022,0.0,128.49,128.49,0.0,0.0,0.0,162.05,97.51,-64.54,162.05,226.0,63.94999999999999
CUST-7113,small,2021_2022,41.02,339.54,298.52000000000004,0.0,0.0,0.0,0.0,0.0,0.0,41.02,339.54,298.52000000000004
CUST-7115,small,2021_2022,0.0,0.0,0.0,0.0,0.0,0.0,142.57,197.7,55.129999999999995,142.57,197.7,55.129999999999995
CUST-7118,small,2021_2022,41.57,173.49,131.92000000000002,0.0,0.0,0.0,0.0,0.0,0.0,41.57,173.49,131.92000000000002
CUST-7120,small,2021_2022,0.0,0.0,0.0,177.68,97.71,-79.97000000000001,0.0,0.0,0.0,177.68,97.71,-79.97000000000001
CUST-7156,small,2021_2022,177.05,100.86,-76.19000000000001,0.0,0.0,0.0,0.0,0.0,0.0,177.05,100.86,-76.19000000000001
CUST-7200,small,2021_2022,0.0,173.06,173.06,0.0,0.0,0.0,83.06,0.0,-83.06,83.06,173.06,90.0
CUST-7211,small,2021_2022,0.0,0.0,0.0,13.97,0.0,-13.97,0.0,52.71,52.71,13.97,52.71,38.74
CUST-7214,small,2021_2022,0.0,78.52,78.52,131.61,0.0,-131.61,0.0,44.75,44.75,131.61,123.27,-8.340000000000018
CUST-7226,small,2021_2022,193.71,0.0,-193.71,5.67,0.0,-5.67,0.0,65.87,65.87,199.38,65.87,-133.51
CUST-7227,small,2021_2022,0.0,0.0,0.0,111.07,66.2,-44.86999999999999,0.0,0.0,0.0,111.07,66.2,-44.86999999999999
