order_date;customer_id;user_segment;product_id;product_segment;order_year;order_value_eur
2022-07-13;CUST-6844;medium;PROD-340;product-segment-2;2022;294.98
2022-04-06;CUST-7589;large;PROD-797;product-segment-1;2022;713.73
2022-06-09;CUST-5197;small;PROD-836;product-segment-1;2022;62.99
2022-03-01;CUST-6068;small;PROD-657;product-segment-1;2022;48.14
2022-02-09;CUST-0962;small;PROD-252;product-segment-3;2022;148.18
2022-04-27;CUST-6642;large;PROD-727;product-segment-3;2022;608.77
2022-11-23;CUST-7077;large;PROD-831;product-segment-1;2022;591.24
2022-01-08;CUST-3601;small;PROD-571;product-segment-1;2022;161.14
2022-12-15;CUST-8814;large;PROD-299;product-segment-3;2022;825.06
2022-02-25;CUST-9771;small;PROD-656;product-segment-2;2022;80.08
2022-11-23;CUST-4209;small;PROD-132;product-segment-3;2022;115.2
2022-08-15;CUST-7646;medium;PROD-571;product-segment-2;2022;431.38
2022-09-18;CUST-7542;medium;PROD-261;product-segment-1;2022;415.42
2022-07-13;CUST-8565;medium;PROD-217;product-segment-3;2022;373.32
2022-06-18;CUST-5954;small;PROD-255;product-segment-3;2022;27.94
2022-02-06;CUST-1277;small;PROD-165;product-segment-1;2022;154.42
2022-05-25;CUST-9089;medium;PROD-937;product-segment-1;2022;460.88
2022-05-10;CUST-3803;medium;PROD-782;product-segment-3;2022;430.3
2022-05-02;CUST-8487;medium;PROD-371;product-segment-3;2022;294.85
2022-06-03;CUST-9615;small;PROD-663;product-segment-3;2022;177.36
2022-05-26;CUST-8755;medium;PROD-343;product-segment-1;2022;452.47
2022-07-28;CUST-4132;medium;PROD-360;product-segment-1;2022;419.49
2022-08-09;CUST-5327;medium;PROD-951;product-segment-2;2022;283.3
2022-12-11;CUST-9144;medium;PROD-252;product-segment-3;2022;391.6
2022-05-11;CUST-8180;small;PROD-460;product-segment-3;2022;185.59
2022-06-02;CUST-0110;small;PROD-339;product-segment-1;2022;91.94
2022-11-13;CUST-9558;small;PROD-926;product-segment-3;2022;189.73
2022-08-28;CUST-2947;small;PROD-783;product-segment-3;2022;133.94
2022-08-07;CUST-3536;small;PROD-815;product-segment-3;2022;196.24
2022-04-12;CUST-8297;small;PROD-178;product-segment-1;2022;107.36
2022-02-06;CUST-7707;medium;PROD-898;product-segment-2;2022;382.88
2022-10-20;CUST-9125;medium;PROD-635;product-segment-1;2022;245.16
2022-09-05;CUST-5426;large;PROD-675;product-segment-2;2022;791.12
2022-09-27;CUST-0421;medium;PROD-130;product-segment-2;2022;354.35
2022-01-14;CUST-7975;small;PROD-918;product-segment-3;2022;76.08
2022-06-13;CUST-9181;medium;PROD-568;product-segment-3;2022;376.85
2022-08-08;CUST-1175;small;PROD-211;product-segment-2;2022;192.51
2022-01-07;CUST-5674;large;PROD-577;product-segment-1;2022;691.71
2022-04-20;CUST-9224;medium;PROD-390;product-segment-3;2022;223.57
2022-06-25;CUST-5976;large;PROD-737;product-segment-2;2022;614.07
2022-09-12;CUST-0542;small;PROD-193;product-segment-3;2022;50.26
2022-11-01;CUST-3246;small;PROD-825;product-segment-2;2022;112.12
2022-08-18;CUST-6368;large;PROD-505;product-segment-3;2022;822.22
2022-01-25;CUST-4667;large;PROD-755;product-segment-3;2022;964.09
2022-10-16;CUST-4614;small;PROD-560;product-segment-1;2022;125.91
2022-04-18;CUST-4093;large;PROD-699;product-segment-3;2022;797.73
2022-10-01;CUST-0626;small;PROD-276;product-segment-1;2022;110.05
2022-02-24;CUST-5356;small;PROD-212;product-segment-2;2022;107.23
2022-07-22;CUST-6363;large;PROD-621;product-segment-3;2022;602.18
2022-04-16;CUST-9876;large;PROD-848;product-segment-3;2022;780.61
2022-11-08;CUST-1134;small;PROD-734;product-segment-1;2022;129.1
2022-08-26;CUST-8549;large;PROD-665;product-segment-1;2022;907.67
2022-10-27;CUST-7168;medium;PROD-279;product-segment-1;2022;477.79
2022-07-20;CUST-2923;large;PROD-338;product-segment-1;2022;537.56
2022-03-27;CUST-3110;small;PROD-156;product-segment-1;2022;41.78
2022-02-24;CUST-0455;large;PROD-838;product-segment-1;2022;783.03
2022-08-27;CUST-7366;large;PROD-827;product-segment-1;2022;612.0
2022-10-18;CUST-2553;large;PROD-318;product-segment-3;2022;572.48
2022-05-08;CUST-8001;medium;PROD-891;product-segment-2;2022;243.38
2022-02-24;CUST-3012;large;PROD-567;product-segment-1;2022;903.7
2022-12-06;CUST-5736;large;PROD-261;product-segment-3;2022;791.11
2022-07-06;CUST-4718;small;PROD-346;product-segment-2;2022;44.34
2022-12-26;CUST-8115;medium;PROD-300;product-segment-2;2022;238.01
2022-11-11;CUST-5882;large;PROD-748;product-segment-3;2022;719.13
2022-10-27;CUST-7682;large;PROD-420;product-segment-3;2022;923.19
2022-08-08;CUST-7512;small;PROD-331;product-segment-1;2022;28.19
2022-06-19;CUST-2900;small;PROD-786;product-segment-1;2022;20.27
2022-06-16;CUST-7443;small;PROD-753;product-segment-1;2022;149.58
2022-08-21;CUST-4556;medium;PROD-943;product-segment-1;2022;256.6
2022-11-07;CUST-7778;small;PROD-599;product-segment-2;2022;190.32
2022-12-19;CUST-5727;small;PROD-950;product-segment-1;2022;67.03
2022-03-15;CUST-7387;large;PROD-942;product-segment-2;2022;745.0
2022-11-06;CUST-3859;medium;PROD-285;product-segment-1;2022;248.26
2022-01-01;CUST-6470;large;PROD-845;product-segment-2;2022;794.16
2022-01-11;CUST-5434;medium;PROD-309;product-segment-2;2022;252.42
2022-07-01;CUST-7238;large;PROD-289;product-segment-1;2022;656.99
2022-02-06;CUST-9896;medium;PROD-422;product-segment-3;2022;238.01
2022-10-24;CUST-0037;medium;PROD-405;product-segment-2;2022;217.96
2022-01-01;CUST-5758;medium;PROD-188;product-segment-3;2022;239.86
2022-02-17;CUST-3955;small;PROD-948;product-segment-1;2022;150.96
2022-07-12;CUST-0655;large;PROD-506;product-segment-2;2022;675.08
2022-11-06;CUST-8912;medium;PROD-540;product-segment-3;2022;393.29
2022-08-23;CUST-1340;medium;PROD-369;product-segment-1;2022;438.17
2022-02-24;CUST-1014;small;PROD-224;product-segment-2;2022;156.98
2022-04-04;CUST-9396;small;PROD-796;product-segment-1;2022;96.49
2022-03-15;CUST-7299;small;PROD-359;product-segment-1;2022;73.49
2022-02-10;CUST-2208;small;PROD-966;product-segment-1;2022;174.7
2022-06-27;CUST-2212;large;PROD-423;product-segment-1;2022;843.09
2022-07-10;CUST-3726;small;PROD-881;product-segment-2;2022;195.6
2022-11-27;CUST-4389;small;PROD-859;product-segment-1;2022;49.12
2022-10-10;CUST-1932;small;PROD-668;product-segment-2;2022;26.67
2022-04-12;CUST-4106;medium;PROD-937;product-segment-1;2022;351.98
2022-01-08;CUST-3681;large;PROD-209;product-segment-2;2022;944.59
2022-07-08;CUST-6706;small;PROD-695;product-segment-1;2022;114.27
2022-11-02;CUST-1430;large;PROD-103;product-segment-1;2022;704.32
2022-05-15;CUST-1271;small;PROD-879;product-segment-2;2022;106.28
2022-11-19;CUST-0484;large;PROD-553;product-segment-2;2022;899.5
2022-02-18;CUST-0486;small;PROD-568;product-segment-1;2022;51.68
2022-11-22;CUST-3546;medium;PROD-477;product-segment-2;2022;409.69
2022-10-17;CUST-7923;large;PROD-203;product-segment-2;2022;677.98
2022-04-27;CUST-2824;large;PROD-181;product-segment-3;2022;516.73
2022-12-13;CUST-5726;medium;PROD-806;product-segment-3;2022;432.52
2022-10-13;CUST-7363;small;PROD-452;product-segment-2;2022;58.64
2022-02-23;CUST-8249;small;PROD-828;product-segment-3;2022;62.2
2022-01-26;CUST-3057;large;PROD-902;product-segment-1;2022;947.91
2022-12-04;CUST-0257;medium;PROD-289;product-segment-1;2022;456.51
2022-10-23;CUST-7385;large;PROD-770;product-segment-1;2022;773.08
2022-06-15;CUST-5615;medium;PROD-684;product-segment-2;2022;286.39
2022-06-10;CUST-0204;small;PROD-672;product-segment-3;2022;13.41
2022-03-19;CUST-6594;small;PROD-909;product-segment-2;2022;77.24
2022-08-06;CUST-0499;large;PROD-768;product-segment-1;2022;541.34
2022-11-18;CUST-1539;small;PROD-612;product-segment-1;2022;103.51
2022-01-26;CUST-3549;large;PROD-769;product-segment-2;2022;831.35
2022-12-28;CUST-8563;large;PROD-219;product-segment-2;2022;599.97
2022-04-21;CUST-8465;medium;PROD-148;product-segment-1;2022;274.88
2022-10-13;CUST-1804;medium;PROD-687;product-segment-1;2022;226.11
2022-01-11;CUST-7045;large;PROD-340;product-segment-2;2022;536.75
2022-07-25;CUST-6115;large;PROD-487;product-segment-1;2022;869.39
2022-02-17;CUST-1992;large;PROD-511;product-segment-2;2022;844.13
2022-03-08;CUST-3614;medium;PROD-396;product-segment-3;2022;470.81
2022-09-22;CUST-6463;large;PROD-350;product-segment-1;2022;739.69
2022-01-09;CUST-9220;large;PROD-249;product-segment-2;2022;938.29
2022-11-01;CUST-1010;medium;PROD-969;product-segment-3;2022;410.69
2022-12-02;CUST-0621;small;PROD-195;product-segment-3;2022;165.56
2022-07-05;CUST-4273;large;PROD-107;product-segment-3;2022;520.69
2022-04-27;CUST-5163;small;PROD-783;product-segment-1;2022;19.96
2022-09-12;CUST-6446;small;PROD-211;product-segment-3;2022;42.15
2022-04-15;CUST-4939;large;PROD-788;product-segment-2;2022;569.13
2022-07-06;CUST-1867;large;PROD-486;product-segment-1;2022;810.55
2022-04-17;CUST-8896;small;PROD-979;product-segment-1;2022;41.68
2022-01-03;CUST-7699;large;PROD-775;product-segment-2;2022;847.79
2022-09-10;CUST-4660;small;PROD-167;product-segment-1;2022;83.93
2022-01-28;CUST-9294;large;PROD-442;product-segment-2;2022;736.48
2022-12-28;CUST-7113;small;PROD-892;product-segment-1;2022;150.24
2022-01-12;CUST-0238;small;PROD-306;product-segment-3;2022;191.78
2022-08-13;CUST-9511;large;PROD-777;product-segment-1;2022;883.42
2022-02-15;CUST-1063;large;PROD-282;product-segment-1;2022;595.08
2022-01-23;CUST-4253;medium;PROD-910;product-segment-2;2022;249.32
2022-03-11;CUST-4309;medium;PROD-569;product-segment-1;2022;265.54
2022-10-23;CUST-2983;small;PROD-910;product-segment-3;2022;165.52
2022-09-27;CUST-7573;medium;PROD-662;product-segment-1;2022;436.93
2022-02-07;CUST-9504;small;PROD-547;product-segment-2;2022;120.79
2022-03-05;CUST-4659;medium;PROD-675;product-segment-1;2022;467.72
2022-10-25;CUST-5110;small;PROD-540;product-segment-1;2022;103.89
2022-02-20;CUST-7634;small;PROD-345;product-segment-3;2022;97.72
2022-09-21;CUST-4671;medium;PROD-658;product-segment-2;2022;408.18
2022-09-25;CUST-0882;large;PROD-953;product-segment-2;2022;743.18
2022-03-28;CUST-7652;small;PROD-164;product-segment-2;2022;18.83
2022-07-11;CUST-4199;small;PROD-696;product-segment-3;2022;144.79
2022-10-07;CUST-3738;large;PROD-406;product-segment-2;2022;768.2
2022-11-10;CUST-8650;large;PROD-960;product-segment-1;2022;870.33
2022-03-05;CUST-7678;large;PROD-297;product-segment-2;2022;805.89
2022-03-04;CUST-7707;large;PROD-534;product-segment-1;2022;931.63
2022-09-26;CUST-8350;small;PROD-392;product-segment-2;2022;153.57
2022-05-23;CUST-4005;large;PROD-522;product-segment-3;2022;751.45
2022-05-08;CUST-6678;small;PROD-226;product-segment-2;2022;157.82
2022-06-25;CUST-3850;small;PROD-215;product-segment-1;2022;145.81
2022-11-14;CUST-9439;medium;PROD-333;product-segment-1;2022;249.33
2022-09-02;CUST-1009;small;PROD-502;product-segment-2;2022;12.24
2022-09-25;CUST-6709;large;PROD-543;product-segment-1;2022;626.52
2022-08-07;CUST-9202;large;PROD-905;product-segment-2;2022;614.06
2022-11-02;CUST-3719;medium;PROD-758;product-segment-2;2022;233.02
2022-04-20;CUST-7085;medium;PROD-140;product-segment-2;2022;454.29
2022-07-08;CUST-9142;small;PROD-547;product-segment-1;2022;159.18
2022-01-26;CUST-4186;large;PROD-242;product-segment-2;2022;649.62
2022-07-03;CUST-7128;medium;PROD-543;product-segment-3;2022;386.44
2022-11-21;CUST-1403;large;PROD-129;product-segment-1;2022;847.72
2022-06-18;CUST-4386;medium;PROD-532;product-segment-3;2022;416.34
2022-12-18;CUST-7327;small;PROD-633;product-segment-2;2022;178.17
2022-12-22;CUST-4581;large;PROD-925;product-segment-2;2022;991.22
2022-11-10;CUST-9514;small;PROD-260;product-segment-2;2022;90.82
2022-04-06;CUST-8728;medium;PROD-984;product-segment-2;2022;322.46
2022-09-21;CUST-8908;medium;PROD-899;product-segment-1;2022;374.55
2022-03-14;CUST-8647;large;PROD-801;product-segment-3;2022;837.93
2022-11-03;CUST-9517;large;PROD-599;product-segment-3;2022;500.86
2022-11-20;CUST-0607;small;PROD-777;product-segment-1;2022;145.74
2022-12-15;CUST-2201;large;PROD-751;product-segment-2;2022;882.45
2022-01-06;CUST-1448;small;PROD-146;product-segment-1;2022;23.68
2022-12-06;CUST-0976;large;PROD-706;product-segment-3;2022;801.02
2022-05-11;CUST-5441;medium;PROD-295;product-segment-1;2022;333.9
2022-09-14;CUST-5036;medium;PROD-175;product-segment-1;2022;238.25
2022-09-20;CUST-8049;medium;PROD-960;product-segment-3;2022;422.3
2022-05-10;CUST-7265;medium;PROD-744;product-segment-1;2022;431.51
2022-12-09;CUST-0383;medium;PROD-436;product-segment-3;2022;403.65
2022-08-07;CUST-1387;medium;PROD-917;product-segment-1;2022;264.46
2022-01-17;CUST-0363;small;PROD-499;product-segment-2;2022;119.43
2022-07-08;CUST-6135;large;PROD-799;product-segment-2;2022;594.04
2022-10-27;CUST-0980;medium;PROD-683;product-segment-3;2022;411.56
2022-01-26;CUST-0988;small;PROD-475;product-segment-2;2022;150.11
2022-12-26;CUST-8632;small;PROD-757;product-segment-3;2022;97.23
2022-10-26;CUST-2275;medium;PROD-919;product-segment-1;2022;230.63
2022-06-01;CUST-1393;medium;PROD-855;product-segment-2;2022;367.17
2022-11-11;CUST-3763;large;PROD-227;product-segment-3;2022;749.96
2022-01-27;CUST-6004;medium;PROD-650;product-segment-3;2022;450.83
2022-04-16;CUST-5850;medium;PROD-703;product-segment-1;2022;336.07
2022-11-03;CUST-0608;large;PROD-939;product-segment-3;2022;620.3
2022-06-12;CUST-4165;medium;PROD-467;product-segment-2;2022;400.31
2022-12-19;CUST-6475;medium;PROD-137;product-segment-1;2022;343.45
2022-02-28;CUST-2220;small;PROD-865;product-segment-3;2022;5.88
2022-10-25;CUST-6156;large;PROD-744;product-segment-2;2022;572.82
2022-11-07;CUST-0439;small;PROD-563;product-segment-1;2022;128.66
2022-11-03;CUST-5703;large;PROD-539;product-segment-2;2022;804.7
2022-11-20;CUST-2733;small;PROD-864;product-segment-2;2022;20.28
2022-11-02;CUST-8837;large;PROD-351;product-segment-2;2022;730.49
2022-04-08;CUST-8525;medium;PROD-842;product-segment-1;2022;393.91
2022-01-26;CUST-8326;medium;PROD-748;product-segment-1;2022;499.9
2022-07-06;CUST-7370;medium;PROD-687;product-segment-1;2022;426.78
2022-06-14;CUST-3350;medium;PROD-802;product-segment-1;2022;292.9
2022-11-01;CUST-0519;small;PROD-203;product-segment-3;2022;99.65
2022-01-28;CUST-5175;small;PROD-541;product-segment-3;2022;165.74
2022-06-13;CUST-0708;large;PROD-633;product-segment-1;2022;889.03
2022-04-13;CUST-8584;small;PROD-920;product-segment-1;2022;27.3
2022-05-11;CUST-2187;large;PROD-376;product-segment-3;2022;702.6
2022-06-04;CUST-2468;small;PROD-194;product-segment-1;2022;120.31
2022-02-20;CUST-4852;small;PROD-148;product-segment-2;2022;165.94
2022-05-19;CUST-5363;large;PROD-359;product-segment-1;2022;575.26
2022-05-10;CUST-9988;medium;PROD-311;product-segment-2;2022;249.78
2022-04-17;CUST-9187;small;PROD-536;product-segment-1;2022;14.1
2022-07-06;CUST-3801;small;PROD-940;product-segment-3;2022;6.16
2022-01-07;CUST-1310;small;PROD-257;product-segment-3;2022;19.19
2022-08-14;CUST-4016;large;PROD-941;product-segment-2;2022;550.31
2022-05-25;CUST-8578;medium;PROD-300;product-segment-1;2022;262.85
2022-12-19;CUST-2650;large;PROD-562;product-segment-1;2022;784.48
2022-07-17;CUST-4181;small;PROD-524;product-segment-3;2022;101.82
2022-05-01;CUST-7278;medium;PROD-926;product-segment-3;2022;268.7
2022-07-23;CUST-9969;large;PROD-772;product-segment-2;2022;898.88
2022-10-02;CUST-7416;large;PROD-185;product-segment-2;2022;557.51
2022-05-07;CUST-4682;small;PROD-416;product-segment-1;2022;98.35
2022-05-02;CUST-4682;medium;PROD-619;product-segment-1;2022;353.99
2022-04-17;CUST-1062;medium;PROD-173;product-segment-3;2022;432.67
2022-07-20;CUST-6766;large;PROD-427;product-segment-1;2022;756.1
2022-07-07;CUST-4555;large;PROD-211;product-segment-2;2022;994.53
2022-02-02;CUST-5746;medium;PROD-970;product-segment-2;2022;334.6
2022-08-23;CUST-6270;large;PROD-485;product-segment-1;2022;824.24
2022-08-21;CUST-5971;small;PROD-868;product-segment-3;2022;81.9
2022-07-28;CUST-5607;large;PROD-144;product-segment-1;2022;622.6
2022-09-05;CUST-7552;large;PROD-465;product-segment-3;2022;557.06
2022-08-02;CUST-1550;small;PROD-381;product-segment-3;2022;129.47
2022-01-16;CUST-5573;large;PROD-501;product-segment-3;2022;676.18
2022-10-11;CUST-6178;medium;PROD-508;product-segment-1;2022;220.93
2022-09-20;CUST-0477;small;PROD-951;product-segment-2;2022;107.54
2022-11-18;CUST-6186;medium;PROD-216;product-segment-3;2022;422.5
2022-04-06;CUST-1816;medium;PROD-799;product-segment-2;2022;476.68
2022-04-13;CUST-2496;medium;PROD-373;product-segment-1;2022;427.11
2022-02-18;CUST-8016;small;PROD-600;product-segment-3;2022;142.48
2022-02-21;CUST-4868;large;PROD-256;product-segment-1;2022;859.4
2022-10-22;CUST-4257;small;PROD-459;product-segment-1;2022;141.03
2022-07-10;CUST-9406;medium;PROD-449;product-segment-2;2022;433.72
2022-01-27;CUST-2086;medium;PROD-869;product-segment-3;2022;351.32
2022-08-03;CUST-2067;small;PROD-188;product-segment-1;2022;120.72
2022-06-28;CUST-4045;large;PROD-503;product-segment-3;2022;964.19
2022-11-27;CUST-8464;medium;PROD-733;product-segment-1;2022;333.67
2022-03-03;CUST-2848;medium;PROD-832;product-segment-2;2022;364.03
2022-04-22;CUST-8657;medium;PROD-431;product-segment-3;2022;348.49
2022-02-24;CUST-7531;medium;PROD-841;product-segment-2;2022;229.88
2022-02-13;CUST-9902;small;PROD-196;product-segment-1;2022;66.22
2022-01-10;CUST-8049;large;PROD-294;product-segment-2;2022;609.16
2022-12-21;CUST-6977;large;PROD-266;product-segment-3;2022;695.39
2022-09-08;CUST-1300;large;PROD-264;product-segment-2;2022;581.23
2022-05-18;CUST-6407;small;PROD-323;product-segment-3;2022;72.36
2022-05-08;CUST-6655;medium;PROD-401;product-segment-3;2022;321.4
2022-10-18;CUST-5609;large;PROD-929;product-segment-2;2022;563.85
2022-08-20;CUST-4705;large;PROD-415;product-segment-3;2022;738.27
2022-03-11;CUST-2619;small;PROD-452;product-segment-2;2022;30.37
2022-02-03;CUST-8394;large;PROD-128;product-segment-3;2022;786.03
2022-07-20;CUST-2125;medium;PROD-375;product-segment-2;2022;208.72
2022-05-25;CUST-0318;medium;PROD-521;product-segment-2;2022;396.23
2022-04-04;CUST-7438;medium;PROD-570;product-segment-3;2022;205.91
2022-04-06;CUST-3997;medium;PROD-711;product-segment-2;2022;428.39
2022-04-24;CUST-3770;large;PROD-885;product-segment-1;2022;677.02
2022-11-20;CUST-9941;medium;PROD-520;product-segment-2;2022;228.82
2022-05-17;CUST-8709;small;PROD-766;product-segment-3;2022;126.54
2022-08-20;CUST-1966;large;PROD-163;product-segment-3;2022;796.17
2022-01-15;CUST-4639;small;PROD-105;product-segment-2;2022;183.87
2022-12-19;CUST-6179;medium;PROD-715;product-segment-2;2022;480.88
2022-04-16;CUST-9614;medium;PROD-313;product-segment-1;2022;382.79
2022-04-14;CUST-0111;large;PROD-468;product-segment-1;2022;906.14
2022-09-25;CUST-7996;medium;PROD-544;product-segment-3;2022;210.57
2022-03-13;CUST-3755;large;PROD-893;product-segment-1;2022;512.38
2022-08-19;CUST-7450;medium;PROD-960;product-segment-2;2022;454.44
2022-01-20;CUST-7476;large;PROD-584;product-segment-1;2022;537.43
2022-10-03;CUST-5550;small;PROD-928;product-segment-2;2022;110.39
2022-01-06;CUST-1460;small;PROD-960;product-segment-2;2022;136.81
2022-06-15;CUST-5297;medium;PROD-517;product-segment-2;2022;410.42
2022-05-13;CUST-7985;large;PROD-769;product-segment-1;2022;590.13
2022-08-02;CUST-3915;small;PROD-997;product-segment-3;2022;189.23
2022-10-23;CUST-0578;medium;PROD-776;product-segment-2;2022;397.43
2022-06-22;CUST-6866;medium;PROD-615;product-segment-2;2022;497.88
2022-01-16;CUST-4603;small;PROD-790;product-segment-3;2022;39.02
2022-09-17;CUST-9901;large;PROD-474;product-segment-2;2022;781.02
2022-05-12;CUST-2448;small;PROD-455;product-segment-2;2022;39.52
2022-09-15;CUST-2652;large;PROD-167;product-segment-1;2022;521.84
2022-06-08;CUST-5608;large;PROD-354;product-segment-3;2022;500.07
2022-08-27;CUST-3058;small;PROD-382;product-segment-3;2022;91.57
2022-04-23;CUST-3322;small;PROD-875;product-segment-3;2022;37.2
2022-09-14;CUST-6153;small;PROD-297;product-segment-1;2022;127.32
2022-07-20;CUST-4914;small;PROD-302;product-segment-2;2022;96.8
2022-05-08;CUST-5074;large;PROD-807;product-segment-2;2022;748.42
2022-10-22;CUST-6155;medium;PROD-460;product-segment-3;2022;422.28
2022-08-14;CUST-9203;small;PROD-799;product-segment-2;2022;186.66
2022-08-10;CUST-9201;medium;PROD-464;product-segment-3;2022;422.33
2022-12-13;CUST-0675;large;PROD-412;product-segment-3;2022;626.65
2022-10-25;CUST-4586;small;PROD-502;product-segment-1;2022;107.07
2022-09-06;CUST-2631;medium;PROD-592;product-segment-1;2022;345.93
2022-10-01;CUST-5149;medium;PROD-481;product-segment-2;2022;468.88
2022-06-08;CUST-0218;large;PROD-247;product-segment-3;2022;560.76
2022-02-14;CUST-5105;small;PROD-507;product-segment-3;2022;142.61
2022-02-16;CUST-4235;medium;PROD-514;product-segment-2;2022;356.32
2022-12-26;CUST-3370;medium;PROD-654;product-segment-1;2022;325.47
2022-09-09;CUST-5354;medium;PROD-350;product-segment-1;2022;241.85
2022-04-26;CUST-0222;small;PROD-965;product-segment-2;2022;47.01
2022-10-20;CUST-3707;large;PROD-865;product-segment-3;2022;910.19
2022-05-01;CUST-3907;medium;PROD-149;product-segment-1;2022;459.89
2022-03-05;CUST-5248;large;PROD-744;product-segment-2;2022;908.19
2022-07-01;CUST-6493;medium;PROD-759;product-segment-1;2022;302.85
2022-04-16;CUST-0731;medium;PROD-180;product-segment-1;2022;465.46
2022-10-25;CUST-2728;large;PROD-597;product-segment-1;2022;515.53
2022-01-17;CUST-2376;small;PROD-512;product-segment-3;2022;132.01
2022-01-11;CUST-8176;medium;PROD-793;product-segment-1;2022;235.79
2022-02-01;CUST-4293;medium;PROD-314;product-segment-1;2022;242.88
2022-01-02;CUST-4307;large;PROD-322;product-segment-1;2022;674.49
2022-10-19;CUST-5587;large;PROD-817;product-segment-1;2022;666.5
2022-09-21;CUST-1487;large;PROD-119;product-segment-2;2022;587.26
2022-03-18;CUST-7645;small;PROD-395;product-segment-3;2022;96.05
2022-02-26;CUST-2338;medium;PROD-646;product-segment-2;2022;473.1
2022-07-05;CUST-4337;small;PROD-182;product-segment-2;2022;24.35
2022-05-28;CUST-0112;large;PROD-782;product-segment-1;2022;540.86
2022-05-26;CUST-4671;small;PROD-814;product-segment-2;2022;97.93
2022-05-26;CUST-4832;small;PROD-389;product-segment-1;2022;46.05
2022-08-22;CUST-2207;small;PROD-425;product-segment-2;2022;42.72
2022-12-12;CUST-6554;small;PROD-924;product-segment-2;2022;140.58
2022-11-03;CUST-4426;large;PROD-659;product-segment-1;2022;733.41
2022-10-17;CUST-9620;large;PROD-945;product-segment-2;2022;771.3
2022-07-13;CUST-0817;large;PROD-417;product-segment-3;2022;661.52
2022-02-15;CUST-3751;medium;PROD-685;product-segment-1;2022;492.84
2022-05-20;CUST-8261;medium;PROD-159;product-segment-1;2022;449.24
2022-10-20;CUST-5591;small;PROD-895;product-segment-2;2022;100.97
2022-08-08;CUST-0162;medium;PROD-266;product-segment-2;2022;222.22
2022-10-23;CUST-7216;small;PROD-761;product-segment-3;2022;54.32
2022-11-27;CUST-6897;large;PROD-402;product-segment-2;2022;926.7
2022-06-13;CUST-2962;medium;PROD-700;product-segment-3;2022;376.27
2022-02-04;CUST-3783;small;PROD-436;product-segment-3;2022;68.22
2022-11-17;CUST-6712;medium;PROD-352;product-segment-1;2022;346.09
2022-01-18;CUST-6505;large;PROD-204;product-segment-2;2022;735.35
2022-10-16;CUST-4529;small;PROD-904;product-segment-1;2022;117.99
2022-01-04;CUST-5745;small;PROD-569;product-segment-2;2022;27.4
2022-06-15;CUST-4259;small;PROD-249;product-segment-2;2022;68.75
2022-03-16;CUST-1124;medium;PROD-989;product-segment-2;2022;408.04
2022-05-09;CUST-4649;large;PROD-234;product-segment-1;2022;566.43
2022-05-14;CUST-9952;small;PROD-926;product-segment-2;2022;105.73
2022-09-16;CUST-2239;small;PROD-792;product-segment-2;2022;132.31
2022-01-26;CUST-0549;large;PROD-834;product-segment-1;2022;809.42
2022-05-16;CUST-3437;medium;PROD-115;product-segment-3;2022;286.66
2022-10-01;CUST-2309;small;PROD-844;product-segment-2;2022;87.5
2022-12-12;CUST-7364;small;PROD-878;product-segment-1;2022;65.38
2022-12-25;CUST-6093;medium;PROD-311;product-segment-2;2022;294.69
2022-12-27;CUST-3451;small;PROD-475;product-segment-2;2022;113.87
2022-01-12;CUST-0445;medium;PROD-496;product-segment-3;2022;353.33
2022-01-28;CUST-1682;medium;PROD-121;product-segment-3;2022;429.86
2022-02-02;CUST-0091;large;PROD-143;product-segment-1;2022;648.82
2022-09-04;CUST-6511;medium;PROD-331;product-segment-3;2022;295.81
2022-03-06;CUST-5351;small;PROD-482;product-segment-1;2022;112.29
2022-06-01;CUST-3381;large;PROD-266;product-segment-2;2022;730.04
2022-07-09;CUST-6808;medium;PROD-801;product-segment-2;2022;437.29
2022-09-16;CUST-3895;medium;PROD-397;product-segment-1;2022;459.57
2022-05-24;CUST-0117;medium;PROD-564;product-segment-1;2022;333.7
2022-02-20;CUST-1509;large;PROD-788;product-segment-3;2022;780.87
2022-06-26;CUST-0426;medium;PROD-671;product-segment-1;2022;405.38
2022-01-01;CUST-9101;small;PROD-156;product-segment-2;2022;167.64
2022-08-22;CUST-1048;large;PROD-632;product-segment-3;2022;517.34
2022-01-16;CUST-3186;medium;PROD-745;product-segment-1;2022;462.98
2022-09-25;CUST-1939;large;PROD-389;product-segment-2;2022;741.06
2022-11-25;CUST-1671;medium;PROD-577;product-segment-3;2022;362.7
2022-12-12;CUST-4804;small;PROD-472;product-segment-3;2022;48.95
2022-01-03;CUST-2781;small;PROD-445;product-segment-3;2022;83.0
2022-09-04;CUST-5881;small;PROD-988;product-segment-1;2022;42.83
2022-12-12;CUST-2899;small;PROD-824;product-segment-3;2022;108.87
2022-07-06;CUST-2526;small;PROD-300;product-segment-3;2022;75.72
2022-01-27;CUST-8665;large;PROD-406;product-segment-2;2022;779.49
2022-04-04;CUST-7507;medium;PROD-693;product-segment-1;2022;387.68
2022-01-13;CUST-5434;large;PROD-809;product-segment-2;2022;724.07
2022-05-15;CUST-5967;small;PROD-884;product-segment-1;2022;187.38
2022-01-14;CUST-8545;medium;PROD-823;product-segment-2;2022;336.92
2022-02-14;CUST-0260;medium;PROD-239;product-segment-3;2022;295.53
